speaker,word,n
mr. bennet,dublin,6
mr. bennet,interest,6
mr. bennet,agricultural,5
mr. bennet,benefit,5
mr. bennet,children,5
mr. bennet,england,5
mr. bennet,ireland,5
mr. bennet,labour,5
mr. bennet,corn,4
mr. bennet,country,4
mr. bennet,system,4
mr. bennet,time,4
mr. bennet,classes,3
mr. bennet,committees,3
mr. bennet,contended,3
mr. bennet,distress,3
mr. bennet,followed,3
mr. bennet,government,3
the lord advocate,scotland,305
the lord advocate,court,168
the lord advocate,time,119
the lord advocate,law,114
the lord advocate,system,95
the lord advocate,country,93
the lord advocate,judges,91
the lord advocate,000,87
the lord advocate,england,85
the lord advocate,session,83
the lord advocate,representation,73
the lord advocate,counties,70
the lord advocate,property,66
the lord advocate,people,62
the lord advocate,reform,61
the lord advocate,boroughs,57
the lord advocate,duties,55
the lord advocate,courts,53
the lord advocate,public,52
the lord advocate,county,51
sir francis burdett,country,189
sir francis burdett,people,97
sir francis burdett,public,81
sir francis burdett,time,73
sir francis burdett,government,69
sir francis burdett,men,65
sir francis burdett,reform,59
sir francis burdett,ministers,58
sir francis burdett,england,52
sir francis burdett,ireland,46
sir francis burdett,parliament,44
sir francis burdett,felt,39
sir francis burdett,law,39
sir francis burdett,placed,39
sir francis burdett,support,39
sir francis burdett,vote,39
sir francis burdett,situation,36
sir francis burdett,character,35
sir francis burdett,power,35
sir francis burdett,system,35
my lords,address,1
my lords,calculated,1
my lords,character,1
my lords,condition,1
my lords,confidence,1
my lords,cooperation,1
my lords,country,1
my lords,dutiful,1
my lords,high,1
my lords,honour,1
my lords,improve,1
my lords,loyal,1
my lords,maintain,1
my lords,measures,1
my lords,rely,1
my lords,subjects,1
my lords,thank,1
my lords,zealous,1
mr. denman,government,17
mr. denman,people,17
mr. denman,reform,11
mr. denman,country,10
mr. denman,commons,9
mr. denman,ministers,8
mr. denman,speech,8
mr. denman,forward,7
mr. denman,expressed,6
mr. denman,grievances,6
mr. denman,king,6
mr. denman,parliament,6
mr. denman,attacks,5
mr. denman,communication,5
mr. denman,conducted,5
mr. denman,england,5
mr. denman,enlightened,5
mr. denman,men,5
mr. denman,occasion,5
mr. denman,proceeding,5
mr. attwood,country,334
mr. attwood,people,254
mr. attwood,000,150
mr. attwood,system,139
mr. attwood,distress,131
mr. attwood,parliament,111
mr. attwood,government,108
mr. attwood,men,102
mr. attwood,ministers,101
mr. attwood,time,96
mr. attwood,england,91
mr. attwood,public,87
mr. attwood,trade,87
mr. attwood,classes,72
mr. attwood,change,69
mr. attwood,inquiry,69
mr. attwood,petition,68
mr. attwood,prosperity,67
mr. attwood,power,62
mr. attwood,money,61
mr. hobhouse,people,131
mr. hobhouse,country,105
mr. hobhouse,parliament,103
mr. hobhouse,government,82
mr. hobhouse,reform,66
mr. hobhouse,vote,60
mr. hobhouse,public,58
mr. hobhouse,baronet,56
mr. hobhouse,time,50
mr. hobhouse,ministers,43
mr. hobhouse,opposite,43
mr. hobhouse,men,40
mr. hobhouse,authority,38
mr. hobhouse,system,36
mr. hobhouse,support,35
mr. hobhouse,england,34
mr. hobhouse,occasion,32
mr. hobhouse,ballot,31
mr. hobhouse,forward,31
mr. hobhouse,duke,30
the lord chancellor,court,1320
the lord chancellor,law,1141
the lord chancellor,time,1048
the lord chancellor,country,830
the lord chancellor,parliament,776
the lord chancellor,courts,617
the lord chancellor,lords,567
the lord chancellor,government,558
the lord chancellor,000,553
the lord chancellor,power,536
the lord chancellor,judges,489
the lord chancellor,system,489
the lord chancellor,chancery,477
the lord chancellor,public,471
the lord chancellor,property,469
the lord chancellor,justice,462
the lord chancellor,business,456
the lord chancellor,commissioners,453
the lord chancellor,duke,446
the lord chancellor,men,439
the earl of liverpool,abroad,1
the earl of liverpool,accordingly,1
the earl of liverpool,actual,1
the earl of liverpool,apportion,1
the earl of liverpool,considered,1
the earl of liverpool,desirous,1
the earl of liverpool,duke,1
the earl of liverpool,emigrants,1
the earl of liverpool,evening,1
the earl of liverpool,expense,1
the earl of liverpool,final,1
the earl of liverpool,join,1
the earl of liverpool,known,1
the earl of liverpool,law,1
the earl of liverpool,moving,1
the earl of liverpool,objected,1
the earl of liverpool,opposed,1
the earl of liverpool,overseer,1
the earl of liverpool,parishes,1
the earl of liverpool,press,1
mr. j. williams,court,31
mr. j. williams,law,25
mr. j. williams,equity,18
mr. j. williams,property,16
mr. j. williams,chancery,14
mr. j. williams,common,12
mr. j. williams,proceedings,11
mr. j. williams,plaintiff,9
mr. j. williams,plaintiff's,9
mr. j. williams,courts,8
mr. j. williams,joint,8
mr. j. williams,kin,8
mr. j. williams,deceased,7
mr. j. williams,jurisdiction,7
mr. j. williams,possession,7
mr. j. williams,tried,7
mr. j. williams,york,7
mr. j. williams,claim,6
mr. j. williams,head,6
mr. j. williams,000,5
mr. hume,000,2750
mr. hume,country,2549
mr. hume,government,2017
mr. hume,people,1775
mr. hume,public,1572
mr. hume,time,1344
mr. hume,year,1284
mr. hume,ireland,1166
mr. hume,england,1033
mr. hume,ministers,887
mr. hume,duty,877
mr. hume,money,862
mr. hume,men,857
mr. hume,system,808
mr. hume,church,807
mr. hume,parliament,791
mr. hume,hoped,726
mr. hume,office,688
mr. hume,baronet,672
mr. hume,paid,652
sir james mackintosh,people,58
sir james mackintosh,representation,53
sir james mackintosh,constitution,43
sir james mackintosh,reform,41
sir james mackintosh,scotland,39
sir james mackintosh,government,35
sir james mackintosh,property,34
sir james mackintosh,power,31
sir james mackintosh,boroughs,28
sir james mackintosh,system,26
sir james mackintosh,men,24
sir james mackintosh,popular,23
sir james mackintosh,law,21
sir james mackintosh,rights,21
sir james mackintosh,country,20
sir james mackintosh,evil,18
sir james mackintosh,england,16
sir james mackintosh,english,16
sir james mackintosh,reformation,16
sir james mackintosh,speech,16
mr. huskisson,country,204
mr. huskisson,government,110
mr. huskisson,public,80
mr. huskisson,time,79
mr. huskisson,000,73
mr. huskisson,states,64
mr. huskisson,parliament,59
mr. huskisson,trade,58
mr. huskisson,office,56
mr. huskisson,foreign,53
mr. huskisson,england,52
mr. huskisson,system,50
mr. huskisson,interests,49
mr. huskisson,war,49
mr. huskisson,spain,48
mr. huskisson,industry,47
mr. huskisson,navy,47
mr. huskisson,duty,46
mr. huskisson,cuba,45
mr. huskisson,period,45
mr. secretary peel,country,122
mr. secretary peel,government,115
mr. secretary peel,law,76
mr. secretary peel,time,74
mr. secretary peel,public,61
mr. secretary peel,courts,58
mr. secretary peel,war,58
mr. secretary peel,england,55
mr. secretary peel,court,54
mr. secretary peel,baronet,46
mr. secretary peel,power,46
mr. secretary peel,property,45
mr. secretary peel,judges,43
mr. secretary peel,justice,43
mr. secretary peel,parliament,42
mr. secretary peel,speech,41
mr. secretary peel,interests,38
mr. secretary peel,system,37
mr. secretary peel,vote,37
mr. secretary peel,punishment,36
the solicitor-general,law,64
the solicitor-general,time,40
the solicitor-general,court,38
the solicitor-general,parties,29
the solicitor-general,property,27
the solicitor-general,objection,24
the solicitor-general,country,23
the solicitor-general,parliament,23
the solicitor-general,power,23
the solicitor-general,church,21
the solicitor-general,solicitor,20
the solicitor-general,actions,18
the solicitor-general,felt,18
the solicitor-general,government,18
the solicitor-general,reason,18
the solicitor-general,bound,17
the solicitor-general,evidence,17
the solicitor-general,office,17
the solicitor-general,proceedings,17
the solicitor-general,considered,16
lord holland,lords,189
lord holland,government,178
lord holland,country,172
lord holland,duke,158
lord holland,parliament,152
lord holland,people,123
lord holland,commons,108
lord holland,speech,97
lord holland,law,90
lord holland,england,85
lord holland,time,84
lord holland,petition,76
lord holland,portugal,72
lord holland,power,71
lord holland,ministers,68
lord holland,conduct,67
lord holland,ireland,60
lord holland,war,60
lord holland,considered,58
lord holland,public,54
sir c. wetherell,libel,96
sir c. wetherell,attorney,95
sir c. wetherell,law,74
sir c. wetherell,information,71
sir c. wetherell,ministers,59
sir c. wetherell,borough,56
sir c. wetherell,government,51
sir c. wetherell,parliament,51
sir c. wetherell,individual,50
sir c. wetherell,constitution,49
sir c. wetherell,baronet,48
sir c. wetherell,alexander,44
sir c. wetherell,time,43
sir c. wetherell,people,40
sir c. wetherell,public,40
sir c. wetherell,country,39
sir c. wetherell,crown,33
sir c. wetherell,commons,32
sir c. wetherell,name,32
sir c. wetherell,boroughs,30
mr. poulett thomson,country,772
mr. poulett thomson,000,740
mr. poulett thomson,duty,696
mr. poulett thomson,government,474
mr. poulett thomson,trade,463
mr. poulett thomson,foreign,384
mr. poulett thomson,sugar,358
mr. poulett thomson,time,314
mr. poulett thomson,year,306
mr. poulett thomson,corn,298
mr. poulett thomson,duties,293
mr. poulett thomson,revenue,262
mr. poulett thomson,system,248
mr. poulett thomson,price,234
mr. poulett thomson,west,233
mr. poulett thomson,interests,192
mr. poulett thomson,consumption,185
mr. poulett thomson,articles,184
mr. poulett thomson,reduction,184
mr. poulett thomson,public,178
mr. sadler,poor,511
mr. sadler,country,440
mr. sadler,system,265
mr. sadler,labour,259
mr. sadler,ireland,234
mr. sadler,people,171
mr. sadler,000,164
mr. sadler,time,162
mr. sadler,children,160
mr. sadler,population,156
mr. sadler,condition,139
mr. sadler,relief,125
mr. sadler,england,124
mr. sadler,indeed,119
mr. sadler,property,118
mr. sadler,distress,114
mr. sadler,law,110
mr. sadler,laws,106
mr. sadler,provision,106
mr. sadler,nature,103
mr. sadler rose,constitution,66
mr. sadler rose,000,56
mr. sadler rose,country,56
mr. sadler rose,system,39
mr. sadler rose,representation,35
mr. sadler rose,population,27
mr. sadler rose,ancient,26
mr. sadler rose,property,26
mr. sadler rose,indeed,22
mr. sadler rose,influence,21
mr. sadler rose,people,21
mr. sadler rose,county,20
mr. sadler rose,scheme,20
mr. sadler rose,town,20
mr. sadler rose,power,19
mr. sadler rose,boroughs,18
mr. sadler rose,government,18
mr. sadler rose,towns,18
mr. sadler rose,least,17
mr. sadler rose,time,17
the earl of aberdeen,government,703
the earl of aberdeen,country,433
the earl of aberdeen,treaty,332
the earl of aberdeen,portugal,306
the earl of aberdeen,french,268
the earl of aberdeen,time,224
the earl of aberdeen,king,199
the earl of aberdeen,viscount,189
the earl of aberdeen,war,183
the earl of aberdeen,holland,176
the earl of aberdeen,church,152
the earl of aberdeen,don,151
the earl of aberdeen,france,151
the earl of aberdeen,ministers,136
the earl of aberdeen,british,135
the earl of aberdeen,powers,125
the earl of aberdeen,belgium,117
the earl of aberdeen,scotland,117
the earl of aberdeen,people,116
the earl of aberdeen,commission,115
mr. harvey,000,515
mr. harvey,country,439
mr. harvey,government,387
mr. harvey,church,364
mr. harvey,people,362
mr. harvey,time,361
mr. harvey,law,310
mr. harvey,property,287
mr. harvey,public,281
mr. harvey,list,279
mr. harvey,poor,272
mr. harvey,inquiry,231
mr. harvey,year,195
mr. harvey,ireland,188
mr. harvey,parliament,186
mr. harvey,power,174
mr. harvey,men,170
mr. harvey,crown,168
mr. harvey,money,166
mr. harvey,court,163
mr. o'connell,ireland,4397
mr. o'connell,people,2172
mr. o'connell,country,1576
mr. o'connell,government,1435
mr. o'connell,law,1239
mr. o'connell,england,1205
mr. o'connell,000,1045
mr. o'connell,irish,1026
mr. o'connell,time,954
mr. o'connell,power,790
mr. o'connell,public,730
mr. o'connell,justice,727
mr. o'connell,men,678
mr. o'connell,parliament,678
mr. o'connell,church,654
mr. o'connell,system,637
mr. o'connell,poor,625
mr. o'connell,catholic,623
mr. o'connell,party,620
mr. o'connell,dublin,544
mr. secretary stanley,government,209
mr. secretary stanley,000,182
mr. secretary stanley,parliament,177
mr. secretary stanley,time,168
mr. secretary stanley,church,160
mr. secretary stanley,country,138
mr. secretary stanley,property,115
mr. secretary stanley,ireland,108
mr. secretary stanley,slaves,108
mr. secretary stanley,slave,91
mr. secretary stanley,slavery,88
mr. secretary stanley,colonies,84
mr. secretary stanley,period,80
mr. secretary stanley,year,74
mr. secretary stanley,labour,73
mr. secretary stanley,ministers,68
mr. secretary stanley,forward,64
mr. secretary stanley,negro,64
mr. secretary stanley,people,62
mr. secretary stanley,power,62
mr. charles grant,india,238
mr. charles grant,government,173
mr. charles grant,country,149
mr. charles grant,company,104
mr. charles grant,people,95
mr. charles grant,time,75
mr. charles grant,trade,74
mr. charles grant,east,62
mr. charles grant,000,54
mr. charles grant,laws,51
mr. charles grant,system,49
mr. charles grant,natives,48
mr. charles grant,parliament,46
mr. charles grant,ireland,45
mr. charles grant,governor,41
mr. charles grant,china,40
mr. charles grant,british,38
mr. charles grant,duty,38
mr. charles grant,europeans,38
mr. charles grant,power,38
the bishop of exeter,church,676
the bishop of exeter,roman,474
the bishop of exeter,ireland,462
the bishop of exeter,catholic,403
the bishop of exeter,commissioners,357
the bishop of exeter,lords,321
the bishop of exeter,oath,308
the bishop of exeter,law,281
the bishop of exeter,bishop,275
the bishop of exeter,protestant,272
the bishop of exeter,duty,235
the bishop of exeter,time,231
the bishop of exeter,country,228
the bishop of exeter,religion,217
the bishop of exeter,parliament,216
the bishop of exeter,clergy,205
the bishop of exeter,catholics,202
the bishop of exeter,prelate,202
the bishop of exeter,education,198
the bishop of exeter,system,195
mr. buckingham,india,272
mr. buckingham,country,271
mr. buckingham,men,262
mr. buckingham,time,227
mr. buckingham,public,203
mr. buckingham,000,178
mr. buckingham,government,169
mr. buckingham,england,166
mr. buckingham,people,156
mr. buckingham,seamen,148
mr. buckingham,system,138
mr. buckingham,ships,133
mr. buckingham,duty,127
mr. buckingham,impressment,117
mr. buckingham,interest,112
mr. buckingham,pay,111
mr. buckingham,property,111
mr. buckingham,british,107
mr. buckingham,period,104
mr. buckingham,free,101
mr. spring rice,ireland,669
mr. spring rice,000,363
mr. spring rice,government,351
mr. spring rice,country,288
mr. spring rice,parliament,271
mr. spring rice,public,254
mr. spring rice,duty,226
mr. spring rice,poor,223
mr. spring rice,irish,210
mr. spring rice,time,209
mr. spring rice,church,206
mr. spring rice,year,197
mr. spring rice,england,176
mr. spring rice,law,176
mr. spring rice,people,158
mr. spring rice,tax,156
mr. spring rice,vote,156
mr. spring rice,union,149
mr. spring rice,laws,131
