n,sentiment,decade,grammatical_collocates
13,Positive,1880,reasonable landlord
1,Positive,1880,able tenant
5,Positive,1880,respectable tenant
1,Positive,1880,fair leases
1,Positive,1880,fair lease
33,Positive,1880,new rent
80,Positive,1880,new tenant
10,Positive,1880,original tenant
30,Positive,1880,valued rent
2,Positive,1880,valuing rents
2,Positive,1880,favoured land
4,Positive,1880,wise landlords
14,Positive,1880,own rents
1,Positive,1880,superior property
3,Positive,1880,valuing rent
2,Positive,1880,full rental
11,Positive,1880,whole rental
8,Positive,1880,fair landlord
15,Positive,1880,reasonable rents
15,Positive,1880,new tenancy
6,Positive,1880,old tenancy
3,Positive,1880,most leases
12,Positive,1880,most landlords
43,Positive,1880,large property
7,Positive,1880,better tenants
19,Positive,1880,much rent
3,Positive,1880,wealthy landlords
18,Positive,1880,fixed rents
8,Positive,1880,real tenant
1,Positive,1880,effective tenant
1,Positive,1880,meritorious tenantry
51,Positive,1880,fixed rent
3,Positive,1880,whole rents
16,Positive,1880,old lease
3,Positive,1880,original lease
1,Positive,1880,direct tenancy
1,Positive,1880,worth rent
67,Positive,1880,good land
2,Positive,1880,free tenant
3,Positive,1880,first tenant
6,Positive,1880,respectable tenants
86,Positive,1880,reasonable rent
3,Positive,1880,growing land
17,Positive,1880,higher rents
3,Positive,1880,prosperous tenantry
33,Positive,1880,more rent
1,Positive,1880,general tenants
23,Positive,1880,new tenants
43,Positive,1880,certain landlords
1,Positive,1880,important landlords
1,Positive,1880,free property
5,Positive,1880,first tenants
1,Positive,1880,complete property
20,Positive,1880,good tenants
7,Positive,1880,great property
43,Positive,1880,whole property
3,Positive,1880,improving landlords
2,Positive,1880,superior lease
2,Positive,1880,superior landlords
1,Positive,1880,respective tenements
12,Positive,1880,new rents
1,Positive,1880,strong tenant
2,Positive,1880,high renting
7,Positive,1880,many rents
5,Positive,1880,succeeding tenant
5,Positive,1880,old land
6,Positive,1880,old leases
1,Positive,1880,intelligent leaseholder
6,Positive,1880,certain leases
10,Positive,1880,many leases
22,Positive,1880,whole rent
1,Positive,1880,old lands
2,Positive,1880,willing tenants
27,Positive,1880,old tenant
4,Positive,1880,legal property
1,Positive,1880,wealthier tenant
2,Positive,1880,worth tenant
4,Positive,1880,fine rent
1,Positive,1880,worth lease
4,Positive,1880,respective lands
16,Positive,1880,improving tenant
4,Positive,1880,improving landlord
2,Positive,1880,prosperous tenant
8,Positive,1880,particular landlords
1,Positive,1880,touching leases
13,Positive,1880,particular tenant
2,Positive,1880,large allotments
7,Positive,1880,better rent
1,Positive,1880,exclusive rental
2,Positive,1880,full tenant
1,Positive,1880,interested landowner
1,Positive,1880,superior land
4,Positive,1880,adequate rent
2,Positive,1880,adequate rental
25,Positive,1880,full rents
14,Positive,1880,large rent
1,Positive,1880,many lands
2,Positive,1880,first leases
5,Positive,1880,substantial property
1,Positive,1880,willing tenant
2,Positive,1880,prominent landlord
5,Positive,1880,general property
3,Positive,1880,certain landlord
3,Positive,1880,large leaseholders
1,Positive,1880,legal rent
1,Positive,1880,"own property""—words"
11,Positive,1880,own rent
2,Positive,1880,top rent
2,Positive,1880,wise landlord
25,Positive,1880,many evictions
2,Positive,1880,respectable landlord
19,Positive,1880,certain land
2,Positive,1880,powerful landlords
6,Positive,1880,exclusive property
1,Positive,1880,more rents
3,Positive,1880,bare land
23,Positive,1880,large landowner
7,Positive,1880,fertile lands
7,Positive,1880,valued rents
4,Positive,1880,advanced rent
3,Positive,1880,light land
11,Positive,1880,particular landlord
4,Positive,1880,suitable lands
12,Positive,1880,own landlord
6,Positive,1880,great landowner
3,Positive,1880,reasonable landlords
2,Positive,1880,whole tenant
5,Positive,1880,old landlords
38,Positive,1880,available land
1,Positive,1880,reasonable tenant
2,Positive,1880,live landlord
3,Positive,1880,honest rent
1,Positive,1880,humble tenants
1,Positive,1880,improved rent
1,Positive,1870,certain rentals
1,Positive,1870,important landmark
1,Positive,1870,kinder landlord
1,Positive,1870,favoured lands
1,Positive,1870,desirable tenants
1,Positive,1870,great tenantry
1,Positive,1870,beneficent landlord
1,Positive,1870,great rents
1,Positive,1870,many rents
1,Positive,1870,most unlet
12,Positive,1880,own tenantry
3,Positive,1880,great rents
4,Positive,1880,fair rental
3,Positive,1880,high rental
3,Positive,1880,better tenant
7,Positive,1880,new property
92,Positive,1880,more land
1,Positive,1880,exact rent
18,Positive,1880,considerable property
11,Positive,1880,rich lands
14,Positive,1880,capable land
2,Positive,1880,greater property
1,Positive,1880,own tenancy
1,Positive,1880,best tenants
1,Positive,1880,higher tenant
3,Positive,1880,first tenancy
5,Positive,1880,first rent
1,Positive,1880,responsible landlords
1,Positive,1880,successive tenants
2,Positive,1880,rich landlord
1,Positive,1880,touching rents
1,Positive,1880,right occupancy
1,Positive,1870,precious land
4,Positive,1880,own tenant
2,Positive,1870,happy tenant
1,Positive,1870,experienced landlord
1,Positive,1880,young subalterns
1,Positive,1880,favoured tenantry
1,Positive,1880,richer land
1,Positive,1880,great thring
1,Positive,1880,many inclosures
1,Positive,1880,classic lands
4,Positive,1880,good rent
3,Positive,1880,humane landlord
1,Positive,1880,new landowners
1,Positive,1880,original allotment
6,Positive,1880,fixed tenancy
1,Positive,1880,particular tenancy
4,Positive,1880,most tenants
2,Positive,1880,ready tenants
1,Positive,1880,durable tenancy
5,Positive,1880,able tenants
5,Positive,1880,suitable allotments
1,Positive,1880,able property
1,Positive,1880,enlightened landowners
1,Positive,1880,decent landlord
2,Positive,1880,fair landlords
1,Positive,1880,"new tenant—""you"
2,Positive,1880,deserving tenant
2,Positive,1880,unpaid rent
2,Positive,1880,more landlords
4,Positive,1880,richest land
1,Positive,1870,new villanies
1,Positive,1880,doubtless land
1,Positive,1880,high enclosure
3,Positive,1880,certain rental
5,Positive,1880,certain landowners
2,Positive,1880,influential landowners
5,Positive,1880,many leaseholders
3,Positive,1880,many landlord
1,Positive,1880,leading tenant
1,Positive,1880,very tenantry
1,Positive,1880,new lands
5,Positive,1880,compelling landlords
3,Positive,1880,unpaid rents
9,Positive,1880,old tenants
1,Positive,1880,experienced renter
14,Positive,1880,certain rents
1,Positive,1880,stronger tenants
3,Positive,1880,improved land
1,Positive,1880,excellent land
1,Positive,1880,own leases
3,Positive,1880,valuable lands
1,Positive,1880,good lease
1,Positive,1870,respected landlord
1,Positive,1870,competent tenants
1,Positive,1870,competitive rents
1,Positive,1870,able rents
1,Positive,1880,humble landlord
5,Positive,1880,new land
3,Positive,1880,wealthy tenants
1,Positive,1880,matter property
1,Positive,1880,touching property
1,Positive,1880,excellent tenant
8,Positive,1880,fixed property
3,Positive,1880,special property
1,Positive,1880,able landlords
1,Positive,1880,considerable landlord
1,Positive,1880,large landholder
1,Positive,1870,easy landlord
2,Positive,1880,fresh tenants
3,Positive,1880,general rent
3,Positive,1880,greater tenant
2,Positive,1880,special rent
2,Positive,1880,innocent tenants
1,Positive,1880,truly property
14,Positive,1880,honest tenants
2,Positive,1880,wealthy landlord
1,Positive,1880,substantial landlords
9,Positive,1880,particular tenants
4,Positive,1880,particular rent
1,Positive,1880,first lease
4,Positive,1880,improving tenants
1,Positive,1880,steady tenants
1,Positive,1880,exceptional tenant
5,Positive,1880,deserving tenants
1,Positive,1880,honest tenantry
1,Positive,1880,worth tenancy
1,Positive,1880,outstanding rent
2,Positive,1880,considerable tenant
1,Positive,1880,better lands
2,Positive,1880,more lands
2,Positive,1880,energetic tenantry
1,Positive,1880,richer tenant
1,Positive,1880,more leases
2,Positive,1880,respective allotments
3,Positive,1880,considerable landowner
2,Positive,1880,many rent
1,Positive,1880,higher tenants
1,Positive,1870,original tenants
1,Positive,1870,better landlords
1,Positive,1870,fair landlord
4,Positive,1880,high land
4,Positive,1880,fair land
1,Positive,1880,cheap land
3,Positive,1880,large land
2,Positive,1880,generous landlord
4,Positive,1880,valuing land
1,Positive,1880,peaceable landlords
2,Positive,1880,first landlord
1,Positive,1870,increased rentals
1,Positive,1880,gallant landlord
3,Positive,1880,competitive rent
1,Positive,1880,good landowner
1,Positive,1880,big landowner
4,Positive,1880,original lessee
1,Positive,1880,active landlord
9,Positive,1880,large rents
2,Positive,1880,particular lands
2,Positive,1880,important property
1,Positive,1880,important leases
3,Positive,1880,more property
2,Positive,1880,whole tenants
4,Positive,1880,freehold rent
1,Positive,1880,huge tenement
1,Positive,1880,rich landowner
1,Positive,1880,distinct property
1,Positive,1880,clear rental
1,Positive,1880,real tenement
1,Positive,1880,freeholder tenancy
1,Positive,1880,richer tenantry
1,Positive,1880,extraordinary rent
1,Positive,1880,uncommon rent
1,Positive,1880,fortunate tenant
8,Positive,1880,original rents
1,Positive,1880,certain lease
2,Positive,1880,popular landlord
1,Positive,1880,meritorious tenant
6,Positive,1880,fresh land
1,Positive,1880,interested tenant
1,Positive,1880,intelligent tenant
4,Positive,1880,improving leases
7,Positive,1880,improving lease
3,Positive,1880,desirous tenants
10,Positive,1880,very property
4,Positive,1880,very tenants
1,Positive,1880,capable lands
1,Positive,1880,very lands
3,Positive,1880,smiling land
1,Positive,1880,whole zemindary
6,Positive,1880,fresh lease
7,Positive,1880,beneficial lease
1,Positive,1880,beneficial lessees
2,Positive,1880,charitable property
2,Positive,1880,great landmarks
2,Positive,1880,old landmarks
2,Positive,1880,satisfactory tenant
1,Positive,1880,steady tenant
10,Positive,1880,worth land
2,Positive,1880,compelling tenants
1,Positive,1880,desirable tenant
1,Positive,1880,fair tenant
4,Positive,1880,loyal tenants
1,Positive,1880,intelligent crofter
1,Positive,1880,right lands
1,Positive,1880,whole landlords
6,Positive,1880,increased rental
1,Positive,1880,respected tenants
1,Positive,1880,light lands
3,Positive,1880,fresh tenancy
1,Positive,1880,new rental
1,Positive,1880,own renting
1,Positive,1880,particular landowner
10,Positive,1880,main land
6,Positive,1880,large landholders
1,Positive,1880,full allotments
30,Positive,1880,suitable land
2,Positive,1880,fixed rental
1,Positive,1880,far land
1,Positive,1880,fixed rentals
1,Positive,1880,original rental
1,Positive,1880,happier lands
1,Positive,1880,particular lease
2,Positive,1880,great depopulation
1,Positive,1880,many eminent
2,Positive,1880,sunny land
1,Positive,1880,fair allotment
2,Positive,1880,privileged lands
1,Positive,1880,special lands
2,Positive,1880,suitable tenant
4,Positive,1880,original leases
1,Positive,1880,valuable allotments
5,Positive,1880,good rents
2,Positive,1880,loyal landlords
1,Positive,1880,modern rent
1,Positive,1880,right rents
5,Positive,1880,large landlord
1,Positive,1880,great allotments
5,Positive,1880,many allotments
1,Positive,1880,strong land
1,Positive,1880,wealthy landholders
3,Positive,1880,rich landowners
1,Positive,1880,successive leases
1,Positive,1880,ready land
3,Positive,1880,high lands
1,Positive,1880,great tenant
1,Positive,1880,clear rent
1,Positive,1880,pure allotments
9,Positive,1880,new landlord
3,Positive,1880,rich tenant
1,Positive,1880,good landowners
2,Positive,1880,great vassals
1,Positive,1880,most tenant
5,Positive,1880,real rents
1,Positive,1880,real rental
1,Positive,1880,certain landmarks
1,Positive,1880,distinct rent
1,Positive,1880,freemasonry property
1,Positive,1880,old villein
1,Positive,1880,modern landlords
3,Positive,1880,large allotment
1,Positive,1880,advanced rents
1,Positive,1880,available subalterns
1,Positive,1880,complete allotment
1,Positive,1880,pure property
1,Positive,1880,privileged land
5,Positive,1880,great evictions
1,Positive,1880,secured property
1,Positive,1880,favoured tenant
2,Positive,1880,available lands
1,Positive,1880,magnificent property
1,Positive,1880,increased property
1,Positive,1880,reasonable rental
3,Positive,1880,benevolent landlords
2,Positive,1880,real demesnes
6,Positive,1880,more tenants
3,Positive,1880,outgoing crofter
3,Positive,1880,best chattel
13,Positive,1880,many crofters
1,Positive,1880,natural rent
1,Positive,1880,responsible tenant
2,Positive,1880,successive tenant
2,Positive,1880,higher lands
1,Positive,1880,genuine crofter
2,Positive,1880,appropriate land
2,Positive,1880,direct rent
1,Positive,1880,superior tenant
2,Positive,1880,frequent evictions
1,Positive,1880,cunning landlord
1,Positive,1880,exact rental
1,Positive,1880,consecrated lands
1,Positive,1880,consecrated property
1,Positive,1880,determinable leasehold
1,Positive,1880,much crofter
2,Positive,1880,old spleen
1,Positive,1880,young crofter
3,Positive,1880,great crofters
1,Positive,1880,useful land
2,Positive,1880,valuable enclosures
4,Positive,1880,better land
1,Positive,1880,higher land
1,Positive,1880,own croft
1,Positive,1880,new crofter
1,Positive,1880,normal tenant
3,Positive,1880,substantial tenants
2,Positive,1880,particular crofter
4,Positive,1880,competitive rents
2,Positive,1880,own evictions
1,Positive,1880,large rental
2,Positive,1880,substantial rent
1,Positive,1880,good crofters
1,Positive,1880,much landlord
1,Positive,1880,very evictions
1,Positive,1880,increased land
1,Positive,1880,large depopulation
1,Positive,1880,splendid land
1,Positive,1880,live chattel
2,Positive,1880,good allotments
2,Positive,1880,certain allotments
1,Positive,1880,greater landlord
1,Positive,1880,clear land
3,Positive,1880,suitable tenants
2,Positive,1880,willing landlord
1,Positive,1880,original landlord
2,Positive,1880,high property
1,Positive,1880,full lease
2,Positive,1880,freehold leasehold
1,Positive,1880,certain lessees
1,Positive,1880,like land
4,Positive,1880,good lands
5,Positive,1880,legal rents
18,Positive,1880,economic rent
2,Positive,1880,own crofts
1,Positive,1880,great renters
2,Positive,1880,great rent
1,Positive,1880,big tenant
2,Positive,1880,extraordinary rents
1,Positive,1880,modern landlord
1,Positive,1880,free landlords
2,Positive,1880,old landmark
2,Positive,1880,great land
1,Positive,1880,legal tenants
1,Positive,1880,richer lands
