nation,concern,decade,n
France,wheat,1900,1
France,wine,1880,4
France,wines,1840,1
France,wines,1860,1
France,wool,1830,4
France,work,1900,1
France,workmen,1900,2
France,workmen's,1900,4
France,workmen's compensation,1900,2
France,wounded,1900,1
France,wreck,1900,2
Gambia,chief,1880,1
Gambia,colony,1870,1
Gambia,flag,1880,1
Gambia,gaol,1860,1
Gambia,magistrate,1880,1
Gambia,mails,1880,1
Gambia,prisoners,1860,2
Gambia,river,1860,1
Gambia,river,1870,1
Gambia,river,1880,3
Gambia,settlement,1870,2
Gambia,settlements,1870,3
Georgia,missing,1890,1
Georgia,quarantine,1830,1
Georgia,steamer,1890,1
Germany,adopting,1900,1
Germany,ambassador,1870,1
Germany,armaments,1900,1
Germany,arms,1900,1
Germany,arrest,1890,3
Germany,arrest,1900,9
Germany,arrest,1910,6
Germany,battleship,1900,1
Germany,battleship,1910,2
Germany,boat,1900,1
Germany,boats,1800,2
Germany,boats,1880,2
Germany,boats,1900,2
Germany,boundary,1900,4
Germany,bounty,1910,2
Germany,british goods,1900,2
Germany,british trade,1900,1
Germany,budget,1910,2
Germany,building,1900,3
Germany,building,1910,2
Germany,cable,1900,1
Germany,canal,1910,2
Germany,capital,1900,1
Germany,capture,1890,1
Germany,carriage,1890,1
Germany,carriage,1900,1
Germany,cartridges,1910,2
Germany,catholics,1870,2
Germany,cattle,1870,2
Germany,circulars,1900,1
Germany,circulation,1900,1
Germany,clothing,1850,1
Germany,coal,1900,6
Germany,coal exports,1900,1
Germany,colonies,1900,1
Germany,colony,1900,1
Germany,commander,1900,1
Germany,commercial,1840,1
Germany,commercial,1890,4
Germany,commercial,1900,3
Germany,commercial treaty,1890,2
Germany,commercial treaty,1900,2
Germany,company,1880,2
Germany,company,1890,2
Germany,company,1900,2
Germany,concession,1900,1
Germany,confederation,1860,1
Germany,construction,1910,4
Germany,contraband,1900,1
Germany,contracts,1900,2
Germany,conveyance,1900,1
Germany,convict,1890,2
Germany,cotton,1900,2
Germany,cotton,1910,4
Germany,countries,1900,2
Germany,cruiser,1900,1
Germany,cruiser,1910,2
Germany,cruisers,1880,1
Germany,cruisers,1900,5
Germany,cultivation,1900,2
Germany,deliveries,1900,1
Germany,destroyers,1900,6
Germany,destroyers,1910,6
Germany,detained,1900,1
Germany,disaster,1900,1
Germany,dreadnought,1900,3
Germany,dreadnought,1910,4
Germany,dynamite,1890,1
Germany,education,1880,5
Germany,emigrant,1860,2
Germany,emigrants,1890,2
Germany,emperor,1870,1
Germany,emperor,1880,2
Germany,emperor,1890,1
Germany,emperor,1900,5
Germany,empire,1900,1
Germany,equipment,1890,1
Germany,equipment,1910,2
Germany,export,1890,1
Germany,exports,1900,5
Germany,exports,1910,2
Germany,farm,1900,2
Germany,field,1900,1
Germany,field guns,1900,1
Germany,fighting,1900,1
Germany,firing,1900,1
Germany,firms,1900,2
Germany,fiscal policy,1900,1
Germany,fishing,1880,2
Germany,fishing boats,1880,2
Germany,fleets,1900,1
Germany,food,1900,2
Germany,forests,1900,2
Germany,free,1900,1
Germany,freights,1900,1
Germany,frontier,1890,1
Germany,gardens,1900,2
Germany,gipsies,1900,6
Germany,good,1860,2
Germany,goods,1890,3
Germany,goods,1900,4
Germany,gulf,1900,1
Germany,guns,1900,14
Germany,guns,1910,8
Germany,immigration,1900,2
Germany,import,1900,1
Germany,importation,1890,4
Germany,importation,1900,2
Germany,imported,1900,1
Germany,imports,1890,4
Germany,imports,1900,8
Germany,imports,1910,4
Germany,inquiry,1900,2
Germany,insurance,1900,2
Germany,interest,1900,1
Germany,interpreters,1900,2
Germany,iron,1870,2
Germany,iron,1900,1
Germany,isle,1900,1
Germany,labour,1890,6
Germany,land,1910,2
Germany,lands,1870,2
Germany,language,1890,1
Germany,late,1880,1
Germany,liability,1900,2
Germany,liquor,1900,2
Germany,liquors,1900,1
Germany,locomotives,1900,4
Germany,lottery,1900,1
Germany,mail,1890,1
Germany,mail,1900,1
Germany,mail steamer,1890,1
Germany,mails,1900,1
Germany,marine,1900,1
Germany,market,1900,1
Germany,meat,1900,1
Germany,mercantile,1880,1
Germany,mercantile,1900,1
Germany,mercantile,1910,2
Germany,mercantile marine,1900,1
Germany,merchandise,1900,1
Germany,minor,1900,1
Germany,money,1900,2
Germany,officers,1890,2
Germany,officers,1900,1
Germany,owners,1900,1
Germany,payment,1900,1
Germany,pig,1880,1
Germany,police,1900,1
Germany,power,1900,1
Germany,powers,1850,1
Germany,price,1900,1
Germany,price of food,1900,1
Germany,prison,1890,3
Germany,prisoners,1910,4
Germany,prisons,1890,3
Germany,produce,1900,2
Germany,programme,1900,5
Germany,programme,1910,2
Germany,prosecution,1900,1
Germany,protectorate,1880,1
Germany,protectorate,1890,1
Germany,railway,1890,1
Germany,railway,1900,8
Germany,railway,1910,2
Germany,railway rates,1900,1
Germany,railways,1900,10
Germany,ranges,1910,2
Germany,rate,1900,1
Germany,repatriation,1900,1
Germany,residents,1870,1
Germany,residents,1900,1
Germany,roman,1870,1
Germany,roman catholics,1870,3
Germany,sailor,1890,1
Germany,sailors,1900,1
Germany,sale,1900,1
Germany,secret,1900,2
Germany,seizure,1900,1
Germany,settlers,1860,1
Germany,ship,1860,1
Germany,ship,1900,1
Germany,ship,1910,2
Germany,shipbuilding,1900,6
Germany,shipbuilding,1910,4
Germany,shipbuilding programme,1900,3
Germany,shipbuilding programme,1910,2
Germany,ships,1900,2
Germany,ships,1910,4
Germany,shops,1900,1
Germany,slates,1900,1
Germany,slave,1880,1
Germany,speed,1900,1
Germany,spirit,1890,2
Germany,spirits,1890,6
Germany,squadron,1880,1
Germany,states,1900,2
Germany,station,1910,2
Germany,statistics,1900,1
Germany,steam,1900,2
Germany,steamer,1890,1
Germany,steamers,1890,2
Germany,steamers,1900,2
Germany,steamship,1900,1
Germany,steamships,1900,1
Germany,steel,1880,1
Germany,steel,1900,2
Germany,steel,1910,2
Germany,street,1900,1
Germany,subject,1870,1
Germany,sugar,1880,4
Germany,sugar,1890,4
Germany,sugar,1900,8
Germany,sword,1880,1
Germany,swords,1880,1
Germany,systems,1900,1
Germany,tea,1900,2
Germany,telegraph,1900,1
Germany,tins,1890,1
Germany,tobacco,1910,2
Germany,torpedo,1900,8
Germany,torpedo,1910,4
Germany,traders,1880,1
Germany,traders,1890,1
Germany,trawler,1900,5
Germany,troops,1900,4
Germany,union,1900,1
Germany,value,1900,1
Germany,vessels,1900,2
Germany,vessels,1910,8
Germany,war vessels,1910,2
Germany,waters,1900,4
Germany,wheat,1900,1
Germany,work,1910,2
Germany,workers,1910,4
Germany,workmen,1900,1
Germany,armaments,1900,1
Germany,armistice,1860,3
Germany,arms,1900,1
Germany,artillery,1900,2
Germany,assassination,1870,1
Germany,beet,1910,4
Germany,boats,1890,2
Germany,bounties,1890,2
Germany,british trade,1900,1
Germany,cattle,1890,2
Germany,coal,1900,6
Germany,coal exports,1900,1
Germany,commercial,1890,3
Germany,commercial,1900,2
Germany,commercial,1910,2
Germany,commercial treaty,1890,1
Germany,commercial treaty,1900,2
Germany,commercial treaty,1910,2
Germany,concession,1900,1
Germany,construction,1900,1
Germany,construction,1910,4
Germany,consul,1870,1
Germany,consumption,1900,2
Germany,coronation,1900,1
Germany,correspondence,1850,1
Germany,cost,1900,2
Germany,cruelty,1860,2
Germany,cultivation,1900,2
Germany,destroyers,1900,3
Germany,docks,1900,1
Germany,education,1900,5
Germany,emigration,1910,6
Germany,emperor,1870,1
Germany,emperor,1880,2
Germany,emperor,1890,1
Germany,employers,1880,1
Germany,employment,1900,2
Germany,exportation,1880,1
Germany,exports,1900,4
Germany,exports of coal,1900,2
Germany,field,1900,3
Germany,field guns,1900,3
Germany,foreign powers,1900,1
Germany,free,1900,1
Germany,growth,1900,2
Germany,gulf,1900,1
Germany,guns,1900,6
Germany,herrings,1900,1
Germany,hop,1900,2
Germany,horse,1910,6
Germany,import,1900,2
Germany,imported,1900,1
Germany,imports,1900,8
Germany,imports,1910,4
Germany,industry,1910,2
Germany,inquiry,1900,1
Germany,insurance,1900,2
Germany,interchange,1900,1
Germany,iron,1910,2
Germany,island,1900,1
Germany,land,1900,1
Germany,liability,1880,2
Germany,live stock,1890,1
Germany,manufactured articles,1900,3
Germany,manufactures,1910,2
Germany,material,1900,1
Germany,meat,1900,1
Germany,meat,1910,2
Germany,merchant,1910,2
Germany,minor,1890,1
Germany,minor,1900,1
Germany,obligations,1870,1
Germany,officers,1900,2
Germany,patents,1900,2
Germany,powers,1900,1
Germany,price,1900,1
Germany,price,1910,2
Germany,prices,1900,3
Germany,proportion,1900,1
Germany,railway,1900,3
Germany,rate,1900,1
Germany,recruiting,1900,1
Germany,reservation,1900,1
Germany,rumoured,1880,1
Germany,secret,1900,1
Germany,shipbuilding,1900,10
Germany,shipments,1880,1
Germany,ships,1910,4
Germany,silver,1890,3
Germany,states,1900,10
Germany,states,1910,8
Germany,steel,1910,2
Germany,stock,1890,1
Germany,substitutes,1900,1
Germany,sugar,1890,8
Germany,sugar,1900,4
Germany,sugar,1910,16
Germany,sugar bounties,1890,2
Germany,teachers,1900,3
Germany,the caroline,1890,1
Germany,tobacco,1900,1
Germany,traders,1900,1
Germany,unemployment,1900,2
Germany,unemployment,1910,2
Germany,vaccination,1880,2
Germany,war material,1900,1
Germany,wheat,1900,4
Germany,workmen,1900,1
Germany,workmen's,1900,2
Gibraltar,aliens,1900,2
Gibraltar,assistance,1900,4
Gibraltar,bank,1900,1
Gibraltar,bodies,1870,1
Gibraltar,canteen,1900,1
Gibraltar,church,1870,8
Gibraltar,coal,1900,3
Gibraltar,coaling,1890,1
Gibraltar,commercial,1900,1
Gibraltar,currency,1890,1
Gibraltar,defences,1890,1
Gibraltar,defences,1900,3
Gibraltar,defences,1910,2
Gibraltar,destitute,1900,1
Gibraltar,destitute aliens,1900,1
Gibraltar,disease,1890,2
Gibraltar,dock,1890,6
Gibraltar,dock,1900,4
Gibraltar,dock labourers,1900,2
Gibraltar,docks,1900,2
Gibraltar,docks,1910,2
Gibraltar,dockyard,1890,3
Gibraltar,dockyard,1900,3
Gibraltar,dockyards,1900,1
Gibraltar,drainage,1890,2
Gibraltar,emperor,1900,1
Gibraltar,employers,1900,2
Gibraltar,endowments,1870,1
Gibraltar,establishment,1880,1
Gibraltar,fever,1880,2
Gibraltar,firing,1900,1
Gibraltar,garrisons,1900,1
Gibraltar,guard,1890,1
Gibraltar,guns,1900,2
Gibraltar,guns,1910,4
Gibraltar,harbour,1890,1
Gibraltar,harbour,1900,2
Gibraltar,harbour works,1900,1
Gibraltar,health,1880,2
Gibraltar,hours of labour,1900,1
Gibraltar,inquiry,1900,3
Gibraltar,labour,1900,2
Gibraltar,labourers,1900,4
Gibraltar,machinery,1900,2
Gibraltar,mails,1890,1
Gibraltar,mole,1890,2
Gibraltar,mole,1900,2
Gibraltar,murder,1890,1
Gibraltar,newspaper,1900,2
Gibraltar,paid,1810,1
Gibraltar,police,1900,1
Gibraltar,presbyterian,1890,1
Gibraltar,quarantine,1880,1
Gibraltar,refugees,1880,10
Gibraltar,religious,1890,2
Gibraltar,room,1890,1
Gibraltar,sale,1890,1
Gibraltar,sanitary,1890,5
Gibraltar,sanitary condition,1890,2
Gibraltar,ships,1870,2
Gibraltar,smuggling,1890,1
Gibraltar,spirits,1890,3
Gibraltar,squadron,1880,1
Gibraltar,stores,1890,1
Gibraltar,strike,1900,2
Gibraltar,visitors,1900,1
Gibraltar,workers,1900,1
Gold_Coast,advances,1900,2
Gold_Coast,allowance,1860,2
Gold_Coast,colony,1870,1
Gold_Coast,colony,1880,1
Gold_Coast,colony,1900,3
Gold_Coast,company,1910,4
Gold_Coast,compulsory labour,1890,1
Gold_Coast,construction,1890,1
Gold_Coast,council,1900,1
Gold_Coast,doctors,1890,1
Gold_Coast,fever,1880,2
Gold_Coast,gold,1820,2
Gold_Coast,gold,1850,2
Gold_Coast,gold,1860,2
Gold_Coast,gold,1870,8
Gold_Coast,gold,1880,14
Gold_Coast,gold,1890,32
Gold_Coast,gold,1900,26
Gold_Coast,gold,1910,8
Gold_Coast,hinterland,1890,2
Gold_Coast,hut,1890,1
Gold_Coast,hut tax,1890,1
Gold_Coast,importation,1900,2
Gold_Coast,labour,1890,2
Gold_Coast,labour,1900,2
Gold_Coast,land,1890,1
Gold_Coast,land,1900,1
Gold_Coast,land sales,1900,1
Gold_Coast,liquor,1890,2
Gold_Coast,liquors,1900,1
Gold_Coast,money,1870,2
Gold_Coast,officers,1870,1
Gold_Coast,pension,1900,2
Gold_Coast,political,1890,1
Gold_Coast,prisoners,1890,2
Gold_Coast,public works,1900,1
Gold_Coast,railway,1900,1
Gold_Coast,railways,1890,2
Gold_Coast,rate,1900,1
Gold_Coast,repayment,1900,1
Gold_Coast,rubber,1910,2
Gold_Coast,sales,1900,1
Gold_Coast,settlements,1820,1
Gold_Coast,settlements,1850,1
Gold_Coast,slaves,1880,1
Gold_Coast,spirit,1900,1
Gold_Coast,spirits,1900,3
Gold_Coast,spirituous,1900,1
Gold_Coast,spirituous liquors,1900,1
Gold_Coast,telegraph,1890,1
Gold_Coast,territories,1910,2
Gold_Coast,troops,1860,2
Greece,blockade,1880,6
Greece,brigandage,1870,2
Greece,communications,1870,1
Greece,diplomatic communications,1870,1
Greece,message,1890,1
Greece,murders,1890,1
Greece,ports,1880,1
Greece,powers,1880,1
Greece,powers,1890,1
Greece,protocol,1820,1
Greece,settlement,1830,2
Greece,sovereignty,1830,1
Greece,states,1880,1
Greece,alien,1880,2
Greece,bands,1900,1
Greece,commissioner,1880,1
Greece,congress,1870,1
Greece,consolidated,1860,1
Greece,destitute,1880,1
Greece,frontier,1870,4
Greece,frontier,1880,2
Greece,gipsies,1880,1
Greece,hostages,1820,1
Greece,insanitary,1880,1
Greece,insurrection,1850,6
Greece,insurrection,1870,3
Greece,land,1880,2
Greece,landing,1880,1
Greece,poor,1880,1
Greece,prisoners,1820,2
Greece,prisoners of war,1820,2
Greenland,fishery,1800,2
Grenada,church,1880,2
Grenada,education,1900,5
Grenada,ill,1870,1
Grenada,magistrates,1880,1
Grenada,officers,1880,2
Grenada,people,1880,1
Guernsey,burial,1880,1
Guernsey,cable,1880,1
Guernsey,companies,1900,2
Guernsey,company,1900,2
Guernsey,education,1890,15
Guernsey,island,1880,1
Guernsey,joint,1900,2
Guernsey,joint stock,1900,2
Guernsey,joint stock companies,1900,2
Guernsey,primary education,1890,1
Guernsey,sark,1890,3
Guernsey,stock,1900,2
Guernsey,telegraphic communication,1890,3
Guernsey,telephone,1890,1
Guernsey,telephones,1890,1
Guernsey,telephonic,1890,1
Guiana,arbitration,1900,2
Guiana,boundary,1880,10
Guiana,boundary,1890,4
Guiana,cable,1900,1
Guiana,cable communication,1900,1
Guiana,chief,1860,1
Guiana,coolie,1870,4
Guiana,coolie,1900,6
Guiana,coolie labour,1900,3
Guiana,coolies,1890,1
Guiana,coolies,1900,1
Guiana,council,1900,2
Guiana,council,1910,2
Guiana,development,1900,1
Guiana,ecclesiastical,1880,1
Guiana,education,1900,5
Guiana,emigration,1870,3
Guiana,exports,1900,1
Guiana,flogging,1900,4
Guiana,immigration,1870,2
Guiana,importation,1830,2
Guiana,labour,1900,10
Guiana,mail,1900,1
Guiana,police,1890,1
Guiana,representation,1900,2
Guiana,rioting,1880,1
Guiana,sugar,1900,8
Guiana,telegrams,1890,1
Guiana,telegraphy,1900,1
Guiana,wireless,1900,1
Guiana,wireless telegraphy,1900,1
Guinea,annexation,1880,5
Guinea,boundary,1890,2
Guinea,colonies,1880,4
Guinea,commissioner,1880,1
Guinea,concession,1900,1
Guinea,establishment,1900,1
Guinea,frontier,1900,1
Guinea,gulf,1880,2
Guinea,land,1880,1
Guinea,land,1900,1
Guinea,pensions,1900,1
Guinea,protectorate,1880,1
Guinea,rumoured,1900,1
Guinea,servants,1900,1
Guinea,settlement,1880,2
Guinea,settlement,1900,2
Holland,bounties,1880,1
Holland,cholera,1880,2
Holland,colonies,1900,1
Holland,contract,1890,4
Holland,council,1890,1
Holland,holdings,1890,2
Holland,import,1900,1
Holland,labour,1900,2
Holland,mail,1890,1
Holland,nurse,1900,1
Holland,outbreak,1880,1
Holland,provision,1900,1
Holland,small holdings,1890,1
Holland,sugar,1880,4
Holland,sugar bounties,1880,1
Holland,teachers,1900,3
Holland,unemployed,1900,3
Holland,vessels,1900,2
Holland,wages,1890,2
Holstein,disease,1890,2
Holstein,foot and mouth disease,1890,1
Hong_Kong,admission,1900,1
